domain,condition,target,alpha,lengthWeight,freqWeight,label,modelProb
car,item22,sportsCar,8.00,1.00,1.00,superDomain,0.0001
car,item22,sportsCar,8.50,1.00,1.00,type,0.5486
car,item22,sportsCar,8.50,1.00,1.00,basicLevel,0.4513
car,item22,sportsCar,8.50,1.00,1.00,superDomain,0.0001
car,item22,sportsCar,9.00,1.00,1.00,type,0.5486
car,item22,sportsCar,9.00,1.00,1.00,basicLevel,0.4514
car,item22,sportsCar,9.00,1.00,1.00,superDomain,0.0000
car,item22,sportsCar,9.50,1.00,1.00,type,0.5486
car,item22,sportsCar,9.50,1.00,1.00,basicLevel,0.4514
car,item22,sportsCar,9.50,1.00,1.00,superDomain,0.0000
car,item22,suv,0.50,1.00,1.00,type,0.2804
car,item22,suv,0.50,1.00,1.00,basicLevel,0.4041
car,item22,suv,0.50,1.00,1.00,superDomain,0.3155
car,item22,suv,1.00,1.00,1.00,type,0.3236
car,item22,suv,1.00,1.00,1.00,basicLevel,0.4663
car,item22,suv,1.00,1.00,1.00,superDomain,0.2102
car,item22,suv,1.50,1.00,1.00,type,0.3551
car,item22,suv,1.50,1.00,1.00,basicLevel,0.5117
car,item22,suv,1.50,1.00,1.00,superDomain,0.1332
car,item22,suv,2.00,1.00,1.00,type,0.3763
car,item22,suv,2.00,1.00,1.00,basicLevel,0.5422
car,item22,suv,2.00,1.00,1.00,superDomain,0.0815
car,item22,suv,2.50,1.00,1.00,type,0.3897
car,item22,suv,2.50,1.00,1.00,basicLevel,0.5616
car,item22,suv,2.50,1.00,1.00,superDomain,0.0487
car,item22,suv,3.00,1.00,1.00,type,0.3979
car,item22,suv,3.00,1.00,1.00,basicLevel,0.5734
car,item22,suv,3.00,1.00,1.00,superDomain,0.0287
car,item22,suv,3.50,1.00,1.00,type,0.4028
car,item22,suv,3.50,1.00,1.00,basicLevel,0.5804
car,item22,suv,3.50,1.00,1.00,superDomain,0.0168
car,item22,suv,4.00,1.00,1.00,type,0.4057
car,item22,suv,4.00,1.00,1.00,basicLevel,0.5846
car,item22,suv,4.00,1.00,1.00,superDomain,0.0098
car,item22,suv,4.50,1.00,1.00,type,0.4073
car,item22,suv,4.50,1.00,1.00,basicLevel,0.5870
car,item22,suv,4.50,1.00,1.00,superDomain,0.0057
car,item22,suv,5.00,1.00,1.00,type,0.4083
car,item22,suv,5.00,1.00,1.00,basicLevel,0.5884
car,item22,suv,5.00,1.00,1.00,superDomain,0.0033
car,item22,suv,5.50,1.00,1.00,type,0.4089
car,item22,suv,5.50,1.00,1.00,basicLevel,0.5892
car,item22,suv,5.50,1.00,1.00,superDomain,0.0019
car,item22,suv,6.00,1.00,1.00,type,0.4092
car,item22,suv,6.00,1.00,1.00,basicLevel,0.5897
car,item22,suv,6.00,1.00,1.00,superDomain,0.0011
car,item22,suv,6.50,1.00,1.00,type,0.4094
car,item22,suv,6.50,1.00,1.00,basicLevel,0.5900
car,item22,suv,6.50,1.00,1.00,superDomain,0.0006
car,item22,suv,7.00,1.00,1.00,type,0.4095
car,item22,suv,7.00,1.00,1.00,basicLevel,0.5901
car,item22,suv,7.00,1.00,1.00,superDomain,0.0004
car,item22,suv,7.50,1.00,1.00,type,0.4096
car,item22,suv,7.50,1.00,1.00,basicLevel,0.5902
car,item22,suv,7.50,1.00,1.00,superDomain,0.0002
car,item22,suv,8.00,1.00,1.00,type,0.4096
car,item22,suv,8.00,1.00,1.00,basicLevel,0.5903
car,item22,suv,8.00,1.00,1.00,superDomain,0.0001
car,item22,suv,8.50,1.00,1.00,type,0.4096
car,item22,suv,8.50,1.00,1.00,basicLevel,0.5903
car,item22,suv,8.50,1.00,1.00,superDomain,0.0001
car,item22,suv,9.00,1.00,1.00,type,0.4096
car,item22,suv,9.00,1.00,1.00,basicLevel,0.5903
car,item22,suv,9.00,1.00,1.00,superDomain,0.0000
car,item22,suv,9.50,1.00,1.00,type,0.4097
car,item22,suv,9.50,1.00,1.00,basicLevel,0.5903
car,item22,suv,9.50,1.00,1.00,superDomain,0.0000
car,item23,convertible,0.50,1.00,1.00,type,0.4158
car,item23,convertible,0.50,1.00,1.00,basicLevel,0.2987
car,item23,convertible,0.50,1.00,1.00,superDomain,0.2856
car,item23,convertible,1.00,1.00,1.00,type,0.4537
car,item23,convertible,1.00,1.00,1.00,basicLevel,0.3259
car,item23,convertible,1.00,1.00,1.00,superDomain,0.2204
car,item23,convertible,1.50,1.00,1.00,type,0.4850
car,item23,convertible,1.50,1.00,1.00,basicLevel,0.3484
car,item23,convertible,1.50,1.00,1.00,superDomain,0.1666
car,item23,convertible,2.00,1.00,1.00,type,0.5099
car,item23,convertible,2.00,1.00,1.00,basicLevel,0.3663
car,item23,convertible,2.00,1.00,1.00,superDomain,0.1238
car,item23,convertible,2.50,1.00,1.00,type,0.5291
car,item23,convertible,2.50,1.00,1.00,basicLevel,0.3801
car,item23,convertible,2.50,1.00,1.00,superDomain,0.0909
car,item23,convertible,3.00,1.00,1.00,type,0.5435
car,item23,convertible,3.00,1.00,1.00,basicLevel,0.3905
car,item23,convertible,3.00,1.00,1.00,superDomain,0.0660
car,item23,convertible,3.50,1.00,1.00,type,0.5543
car,item23,convertible,3.50,1.00,1.00,basicLevel,0.3981
car,item23,convertible,3.50,1.00,1.00,superDomain,0.0476
car,item23,convertible,4.00,1.00,1.00,type,0.5621
car,item23,convertible,4.00,1.00,1.00,basicLevel,0.4038
car,item23,convertible,4.00,1.00,1.00,superDomain,0.0341
car,item23,convertible,4.50,1.00,1.00,type,0.5678
car,item23,convertible,4.50,1.00,1.00,basicLevel,0.4079
car,item23,convertible,4.50,1.00,1.00,superDomain,0.0244
car,item23,convertible,5.00,1.00,1.00,type,0.5719
car,item23,convertible,5.00,1.00,1.00,basicLevel,0.4108
car,item23,convertible,5.00,1.00,1.00,superDomain,0.0174
car,item23,convertible,5.50,1.00,1.00,type,0.5748
car,item23,convertible,5.50,1.00,1.00,basicLevel,0.4129
car,item23,convertible,5.50,1.00,1.00,superDomain,0.0123
car,item23,convertible,6.00,1.00,1.00,type,0.5769
car,item23,convertible,6.00,1.00,1.00,basicLevel,0.4144
car,item23,convertible,6.00,1.00,1.00,superDomain,0.0088
car,item23,convertible,6.50,1.00,1.00,type,0.5783
car,item23,convertible,6.50,1.00,1.00,basicLevel,0.4154
car,item23,convertible,6.50,1.00,1.00,superDomain,0.0062
car,item23,convertible,7.00,1.00,1.00,type,0.5794
car,item23,convertible,7.00,1.00,1.00,basicLevel,0.4162
car,item23,convertible,7.00,1.00,1.00,superDomain,0.0044
car,item23,convertible,7.50,1.00,1.00,type,0.5801
car,item23,convertible,7.50,1.00,1.00,basicLevel,0.4167
car,item23,convertible,7.50,1.00,1.00,superDomain,0.0031
car,item23,convertible,8.00,1.00,1.00,type,0.5807
car,item23,convertible,8.00,1.00,1.00,basicLevel,0.4171
car,item23,convertible,8.00,1.00,1.00,superDomain,0.0022
car,item23,convertible,8.50,1.00,1.00,type,0.5811
car,item23,convertible,8.50,1.00,1.00,basicLevel,0.4174
car,item23,convertible,8.50,1.00,1.00,superDomain,0.0016
car,item23,convertible,9.00,1.00,1.00,type,0.5813
car,item23,convertible,9.00,1.00,1.00,basicLevel,0.4176
car,item23,convertible,9.00,1.00,1.00,superDomain,0.0011
car,item23,convertible,9.50,1.00,1.00,type,0.5815
car,item23,convertible,9.50,1.00,1.00,basicLevel,0.4177
car,item23,convertible,9.50,1.00,1.00,superDomain,0.0008
car,item23,minivan,0.50,1.00,1.00,type,0.3260
car,item23,minivan,0.50,1.00,1.00,basicLevel,0.3445
car,item23,minivan,0.50,1.00,1.00,superDomain,0.3294
car,item23,minivan,1.00,1.00,1.00,type,0.3608
car,item23,minivan,1.00,1.00,1.00,basicLevel,0.3813
car,item23,minivan,1.00,1.00,1.00,superDomain,0.2578
car,item23,minivan,1.50,1.00,1.00,type,0.3903
car,item23,minivan,1.50,1.00,1.00,basicLevel,0.4125
car,item23,minivan,1.50,1.00,1.00,superDomain,0.1972
car,item23,minivan,2.00,1.00,1.00,type,0.4142
car,item23,minivan,2.00,1.00,1.00,basicLevel,0.4378
car,item23,minivan,2.00,1.00,1.00,superDomain,0.1480
car,item23,minivan,2.50,1.00,1.00,type,0.4330
car,item23,minivan,2.50,1.00,1.00,basicLevel,0.4576
car,item23,minivan,2.50,1.00,1.00,superDomain,0.1094
car,item23,minivan,3.00,1.00,1.00,type,0.4473
car,item23,minivan,3.00,1.00,1.00,basicLevel,0.4728
car,item23,minivan,3.00,1.00,1.00,superDomain,0.0799
car,item23,minivan,3.50,1.00,1.00,type,0.4581
car,item23,minivan,3.50,1.00,1.00,basicLevel,0.4841
car,item23,minivan,3.50,1.00,1.00,superDomain,0.0579
car,item23,minivan,4.00,1.00,1.00,type,0.4660
car,item23,minivan,4.00,1.00,1.00,basicLevel,0.4924
car,item23,minivan,4.00,1.00,1.00,superDomain,0.0416
car,item23,minivan,4.50,1.00,1.00,type,0.4717
car,item23,minivan,4.50,1.00,1.00,basicLevel,0.4985
car,item23,minivan,4.50,1.00,1.00,superDomain,0.0298
car,item23,minivan,5.00,1.00,1.00,type,0.4759
car,item23,minivan,5.00,1.00,1.00,basicLevel,0.5029
car,item23,minivan,5.00,1.00,1.00,superDomain,0.0213
car,item23,minivan,5.50,1.00,1.00,type,0.4788
car,item23,minivan,5.50,1.00,1.00,basicLevel,0.5060
car,item23,minivan,5.50,1.00,1.00,superDomain,0.0151
car,item23,minivan,6.00,1.00,1.00,type,0.4810
car,item23,minivan,6.00,1.00,1.00,basicLevel,0.5083
car,item23,minivan,6.00,1.00,1.00,superDomain,0.0107
car,item23,minivan,6.50,1.00,1.00,type,0.4825
car,item23,minivan,6.50,1.00,1.00,basicLevel,0.5099
car,item23,minivan,6.50,1.00,1.00,superDomain,0.0076
car,item23,minivan,7.00,1.00,1.00,type,0.4836
car,item23,minivan,7.00,1.00,1.00,basicLevel,0.5110
car,item23,minivan,7.00,1.00,1.00,superDomain,0.0054
car,item23,minivan,7.50,1.00,1.00,type,0.4843
car,item23,minivan,7.50,1.00,1.00,basicLevel,0.5118
car,item23,minivan,7.50,1.00,1.00,superDomain,0.0038
car,item23,minivan,8.00,1.00,1.00,type,0.4849
car,item23,minivan,8.00,1.00,1.00,basicLevel,0.5124
car,item23,minivan,8.00,1.00,1.00,superDomain,0.0027
car,item23,minivan,8.50,1.00,1.00,type,0.4853
car,item23,minivan,8.50,1.00,1.00,basicLevel,0.5128
car,item23,minivan,8.50,1.00,1.00,superDomain,0.0019
car,item23,minivan,9.00,1.00,1.00,type,0.4855
car,item23,minivan,9.00,1.00,1.00,basicLevel,0.5131
car,item23,minivan,9.00,1.00,1.00,superDomain,0.0014
car,item23,minivan,9.50,1.00,1.00,type,0.4857
car,item23,minivan,9.50,1.00,1.00,basicLevel,0.5133
car,item23,minivan,9.50,1.00,1.00,superDomain,0.0010
car,item23,sportsCar,0.50,1.00,1.00,type,0.3832
car,item23,sportsCar,0.50,1.00,1.00,basicLevel,0.3153
car,item23,sportsCar,0.50,1.00,1.00,superDomain,0.3015
car,item23,sportsCar,1.00,1.00,1.00,type,0.4203
car,item23,sportsCar,1.00,1.00,1.00,basicLevel,0.3458
car,item23,sportsCar,1.00,1.00,1.00,superDomain,0.2338
car,item23,sportsCar,1.50,1.00,1.00,type,0.4512
car,item23,sportsCar,1.50,1.00,1.00,basicLevel,0.3713
car,item23,sportsCar,1.50,1.00,1.00,superDomain,0.1775
car,item23,sportsCar,2.00,1.00,1.00,type,0.4760
car,item23,sportsCar,2.00,1.00,1.00,basicLevel,0.3916
car,item23,sportsCar,2.00,1.00,1.00,superDomain,0.1324
car,item23,sportsCar,2.50,1.00,1.00,type,0.4952
car,item23,sportsCar,2.50,1.00,1.00,basicLevel,0.4074
car,item23,sportsCar,2.50,1.00,1.00,superDomain,0.0974
car,item23,sportsCar,3.00,1.00,1.00,type,0.5097
car,item23,sportsCar,3.00,1.00,1.00,basicLevel,0.4194
car,item23,sportsCar,3.00,1.00,1.00,superDomain,0.0709
car,item23,sportsCar,3.50,1.00,1.00,type,0.5205
car,item23,sportsCar,3.50,1.00,1.00,basicLevel,0.4283
car,item23,sportsCar,3.50,1.00,1.00,superDomain,0.0512
car,item23,sportsCar,4.00,1.00,1.00,type,0.5285
car,item23,sportsCar,4.00,1.00,1.00,basicLevel,0.4348
car,item23,sportsCar,4.00,1.00,1.00,superDomain,0.0367
car,item23,sportsCar,4.50,1.00,1.00,type,0.5342
car,item23,sportsCar,4.50,1.00,1.00,basicLevel,0.4395
car,item23,sportsCar,4.50,1.00,1.00,superDomain,0.0263
car,item23,sportsCar,5.00,1.00,1.00,type,0.5384
car,item23,sportsCar,5.00,1.00,1.00,basicLevel,0.4429
car,item23,sportsCar,5.00,1.00,1.00,superDomain,0.0187
car,item23,sportsCar,5.50,1.00,1.00,type,0.5413
car,item23,sportsCar,5.50,1.00,1.00,basicLevel,0.4454
car,item23,sportsCar,5.50,1.00,1.00,superDomain,0.0133
car,item23,sportsCar,6.00,1.00,1.00,type,0.5434
car,item23,sportsCar,6.00,1.00,1.00,basicLevel,0.4471
car,item23,sportsCar,6.00,1.00,1.00,superDomain,0.0094
car,item23,sportsCar,6.50,1.00,1.00,type,0.5450
car,item23,sportsCar,6.50,1.00,1.00,basicLevel,0.4483
car,item23,sportsCar,6.50,1.00,1.00,superDomain,0.0067
car,item23,sportsCar,7.00,1.00,1.00,type,0.5460
car,item23,sportsCar,7.00,1.00,1.00,basicLevel,0.4492
car,item23,sportsCar,7.00,1.00,1.00,superDomain,0.0047
car,item23,sportsCar,7.50,1.00,1.00,type,0.5468
car,item23,sportsCar,7.50,1.00,1.00,basicLevel,0.4499
car,item23,sportsCar,7.50,1.00,1.00,superDomain,0.0034
car,item23,sportsCar,8.00,1.00,1.00,type,0.5473
car,item23,sportsCar,8.00,1.00,1.00,basicLevel,0.4503
car,item23,sportsCar,8.00,1.00,1.00,superDomain,0.0024
car,item23,sportsCar,8.50,1.00,1.00,type,0.5477
car,item23,sportsCar,8.50,1.00,1.00,basicLevel,0.4506
car,item23,sportsCar,8.50,1.00,1.00,superDomain,0.0017
car,item23,sportsCar,9.00,1.00,1.00,type,0.5480
car,item23,sportsCar,9.00,1.00,1.00,basicLevel,0.4508
car,item23,sportsCar,9.00,1.00,1.00,superDomain,0.0012
car,item23,sportsCar,9.50,1.00,1.00,type,0.5482
car,item23,sportsCar,9.50,1.00,1.00,basicLevel,0.4510
car,item23,sportsCar,9.50,1.00,1.00,superDomain,0.0008
car,item23,suv,0.50,1.00,1.00,type,0.2619
car,item23,suv,0.50,1.00,1.00,basicLevel,0.3773
car,item23,suv,0.50,1.00,1.00,superDomain,0.3608
car,item23,suv,1.00,1.00,1.00,type,0.2928
car,item23,suv,1.00,1.00,1.00,basicLevel,0.4219
car,item23,suv,1.00,1.00,1.00,superDomain,0.2853
car,item23,suv,1.50,1.00,1.00,type,0.3195
car,item23,suv,1.50,1.00,1.00,basicLevel,0.4604
car,item23,suv,1.50,1.00,1.00,superDomain,0.2201
car,item23,suv,2.00,1.00,1.00,type,0.3415
car,item23,suv,2.00,1.00,1.00,basicLevel,0.4921
car,item23,suv,2.00,1.00,1.00,superDomain,0.1664
car,item23,suv,2.50,1.00,1.00,type,0.3590
car,item23,suv,2.50,1.00,1.00,basicLevel,0.5173
car,item23,suv,2.50,1.00,1.00,superDomain,0.1237
car,item23,suv,3.00,1.00,1.00,type,0.3725
car,item23,suv,3.00,1.00,1.00,basicLevel,0.5368
car,item23,suv,3.00,1.00,1.00,superDomain,0.0907
car,item23,suv,3.50,1.00,1.00,type,0.3827
car,item23,suv,3.50,1.00,1.00,basicLevel,0.5514
car,item23,suv,3.50,1.00,1.00,superDomain,0.0659
car,item23,suv,4.00,1.00,1.00,type,0.3902
car,item23,suv,4.00,1.00,1.00,basicLevel,0.5623
car,item23,suv,4.00,1.00,1.00,superDomain,0.0475
car,item23,suv,4.50,1.00,1.00,type,0.3957
car,item23,suv,4.50,1.00,1.00,basicLevel,0.5702
car,item23,suv,4.50,1.00,1.00,superDomain,0.0341
car,item23,suv,5.00,1.00,1.00,type,0.3997
car,item23,suv,5.00,1.00,1.00,basicLevel,0.5760
car,item23,suv,5.00,1.00,1.00,superDomain,0.0243
car,item23,suv,5.50,1.00,1.00,type,0.4026
car,item23,suv,5.50,1.00,1.00,basicLevel,0.5801
car,item23,suv,5.50,1.00,1.00,superDomain,0.0173
car,item23,suv,6.00,1.00,1.00,type,0.4046
car,item23,suv,6.00,1.00,1.00,basicLevel,0.5831
car,item23,suv,6.00,1.00,1.00,superDomain,0.0123
car,item23,suv,6.50,1.00,1.00,type,0.4061
car,item23,suv,6.50,1.00,1.00,basicLevel,0.5852
car,item23,suv,6.50,1.00,1.00,superDomain,0.0087
car,item23,suv,7.00,1.00,1.00,type,0.4071
car,item23,suv,7.00,1.00,1.00,basicLevel,0.5867
car,item23,suv,7.00,1.00,1.00,superDomain,0.0062
car,item23,suv,7.50,1.00,1.00,type,0.4079
car,item23,suv,7.50,1.00,1.00,basicLevel,0.5877
car,item23,suv,7.50,1.00,1.00,superDomain,0.0044
car,item23,suv,8.00,1.00,1.00,type,0.4084
car,item23,suv,8.00,1.00,1.00,basicLevel,0.5885
car,item23,suv,8.00,1.00,1.00,superDomain,0.0031
car,item23,suv,8.50,1.00,1.00,type,0.4088
car,item23,suv,8.50,1.00,1.00,basicLevel,0.5890
car,item23,suv,8.50,1.00,1.00,superDomain,0.0022
car,item23,suv,9.00,1.00,1.00,type,0.4090
car,item23,suv,9.00,1.00,1.00,basicLevel,0.5894
car,item23,suv,9.00,1.00,1.00,superDomain,0.0016
car,item23,suv,9.50,1.00,1.00,type,0.4092
car,item23,suv,9.50,1.00,1.00,basicLevel,0.5897
car,item23,suv,9.50,1.00,1.00,superDomain,0.0011
car,item33,convertible,0.50,1.00,1.00,type,0.3718
car,item33,convertible,0.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,0.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,1.00,1.00,1.00,type,0.3718
car,item33,convertible,1.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,1.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,1.50,1.00,1.00,type,0.3718
car,item33,convertible,1.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,1.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,2.00,1.00,1.00,type,0.3718
car,item33,convertible,2.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,2.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,2.50,1.00,1.00,type,0.3718
car,item33,convertible,2.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,2.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,3.00,1.00,1.00,type,0.3718
car,item33,convertible,3.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,3.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,3.50,1.00,1.00,type,0.3718
car,item33,convertible,3.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,3.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,4.00,1.00,1.00,type,0.3718
car,item33,convertible,4.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,4.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,4.50,1.00,1.00,type,0.3718
car,item33,convertible,4.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,4.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,5.00,1.00,1.00,type,0.3718
car,item33,convertible,5.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,5.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,5.50,1.00,1.00,type,0.3718
car,item33,convertible,5.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,5.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,6.00,1.00,1.00,type,0.3718
car,item33,convertible,6.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,6.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,6.50,1.00,1.00,type,0.3718
car,item33,convertible,6.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,6.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,7.00,1.00,1.00,type,0.3718
car,item33,convertible,7.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,7.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,7.50,1.00,1.00,type,0.3718
car,item33,convertible,7.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,7.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,8.00,1.00,1.00,type,0.3718
car,item33,convertible,8.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,8.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,8.50,1.00,1.00,type,0.3718
car,item33,convertible,8.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,8.50,1.00,1.00,superDomain,0.3611
car,item33,convertible,9.00,1.00,1.00,type,0.3718
car,item33,convertible,9.00,1.00,1.00,basicLevel,0.2671
car,item33,convertible,9.00,1.00,1.00,superDomain,0.3611
car,item33,convertible,9.50,1.00,1.00,type,0.3718
car,item33,convertible,9.50,1.00,1.00,basicLevel,0.2671
car,item33,convertible,9.50,1.00,1.00,superDomain,0.3611
car,item33,minivan,0.50,1.00,1.00,type,0.2869
car,item33,minivan,0.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,0.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,1.00,1.00,1.00,type,0.2869
car,item33,minivan,1.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,1.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,1.50,1.00,1.00,type,0.2869
car,item33,minivan,1.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,1.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,2.00,1.00,1.00,type,0.2869
car,item33,minivan,2.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,2.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,2.50,1.00,1.00,type,0.2869
car,item33,minivan,2.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,2.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,3.00,1.00,1.00,type,0.2869
car,item33,minivan,3.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,3.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,3.50,1.00,1.00,type,0.2869
car,item33,minivan,3.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,3.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,4.00,1.00,1.00,type,0.2869
car,item33,minivan,4.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,4.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,4.50,1.00,1.00,type,0.2869
car,item33,minivan,4.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,4.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,5.00,1.00,1.00,type,0.2869
car,item33,minivan,5.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,5.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,5.50,1.00,1.00,type,0.2869
car,item33,minivan,5.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,5.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,6.00,1.00,1.00,type,0.2869
car,item33,minivan,6.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,6.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,6.50,1.00,1.00,type,0.2869
car,item33,minivan,6.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,6.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,7.00,1.00,1.00,type,0.2869
car,item33,minivan,7.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,7.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,7.50,1.00,1.00,type,0.2869
car,item33,minivan,7.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,7.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,8.00,1.00,1.00,type,0.2869
car,item33,minivan,8.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,8.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,8.50,1.00,1.00,type,0.2869
car,item33,minivan,8.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,8.50,1.00,1.00,superDomain,0.4100
car,item33,minivan,9.00,1.00,1.00,type,0.2869
car,item33,minivan,9.00,1.00,1.00,basicLevel,0.3032
car,item33,minivan,9.00,1.00,1.00,superDomain,0.4100
car,item33,minivan,9.50,1.00,1.00,type,0.2869
car,item33,minivan,9.50,1.00,1.00,basicLevel,0.3032
car,item33,minivan,9.50,1.00,1.00,superDomain,0.4100
car,item33,sportsCar,0.50,1.00,1.00,type,0.3407
car,item33,sportsCar,0.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,0.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,1.00,1.00,1.00,type,0.3407
car,item33,sportsCar,1.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,1.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,1.50,1.00,1.00,type,0.3407
car,item33,sportsCar,1.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,1.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,2.00,1.00,1.00,type,0.3407
car,item33,sportsCar,2.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,2.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,2.50,1.00,1.00,type,0.3407
car,item33,sportsCar,2.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,2.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,3.00,1.00,1.00,type,0.3407
car,item33,sportsCar,3.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,3.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,3.50,1.00,1.00,type,0.3407
car,item33,sportsCar,3.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,3.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,4.00,1.00,1.00,type,0.3407
car,item33,sportsCar,4.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,4.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,4.50,1.00,1.00,type,0.3407
car,item33,sportsCar,4.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,4.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,5.00,1.00,1.00,type,0.3407
car,item33,sportsCar,5.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,5.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,5.50,1.00,1.00,type,0.3407
car,item33,sportsCar,5.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,5.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,6.00,1.00,1.00,type,0.3407
car,item33,sportsCar,6.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,6.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,6.50,1.00,1.00,type,0.3407
car,item33,sportsCar,6.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,6.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,7.00,1.00,1.00,type,0.3407
car,item33,sportsCar,7.00,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,7.00,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,7.50,1.00,1.00,type,0.3407
car,item33,sportsCar,7.50,1.00,1.00,basicLevel,0.2803
car,item33,sportsCar,7.50,1.00,1.00,superDomain,0.3790
car,item33,sportsCar,8.00,1.00,1.00,type,0.3407
car,item33,sportsCar,8.00,1.00,1.00,basicLevel,0.2803
