"","X","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","typeMentioned_after_manual_correction","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"628",1277,"3504-8",1449258578596,4,"subSuperTrial","distr23","gummyBears","target",4,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,4,NA,"furniture","pretzels","distrClass2",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"gummi bears","","1449258576615","gummi bears","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"633",1288,"3504-8",1449258670465,15,"subSuperTrial","distr22","pandaBear","target",2,2,"bear","animal","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"squirrel","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"panda","","1449258669026","panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"636",1297,"3504-8",1449258743521,24,"subSuperTrial","distr33","polarBear","target",3,4,"bear","animal","rosemary","distrClass3",4,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",2,3,NA,"snack",1,1,0,"polar bear","","1449258741601","polar bear","False","False","False",TRUE,"polarBear",NA,NA,"",NA,NA,NA,NA
"637",1299,"3504-8",1449258757242,26,"subSuperTrial","distr12","skittles","target",4,3,"candy","snack","cookies","distrClass2",3,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,2,"candy","snack",1,1,0,"skittles","","1449258755574","skittles","False","False","True",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"641",1309,"3504-8",1449258815552,36,"subSuperTrial","distr22","jellyBeans","target",3,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",2,3,NA,"snack","chips","distrClass2",4,2,NA,"snack",1,1,0,"jelly beans","","1449258813810","jelly beans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"648",1324,"3504-8",1449258927632,51,"subSuperTrial","distr12","picnicTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,3,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"picnic table","","1449258926245","picnic table","False","False","False",TRUE,"picnicTable",NA,NA,"",NA,NA,NA,NA
"650",1328,"3504-8",1449258954019,55,"subSuperTrial","distr12","dalmatian","target",2,2,"dog","animal","horse","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"greyhound","distrClass1",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dalmation","","1449258952663","dalmation","False","False","False",TRUE,"dalmatian",NA,NA,"",NA,NA,NA,NA
"654",1335,"3504-8",1449259008375,62,"subSuperTrial","distr12","eagle","target",3,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",2,2,NA,"animal","sparrow","distrClass1",4,3,"bird","animal",1,1,0,"eagle","","1449259007081","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"663",1350,"8286-0",1449256189021,5,"subSuperTrial","distr23","mnMs","target",3,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",2,4,NA,"snack","lobster","distrClass3",4,3,NA,"animal",1,1,0,"m&m","","1449256187774","m&m","False","False","False",TRUE,"mnMs",NA,NA,"",NA,NA,NA,NA
"665",1355,"8286-0",1449256221896,10,"subSuperTrial","distr22","eagle","target",4,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass2",3,4,NA,"animal",1,1,0,"eagle","","1449256218487","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"666",1356,"8286-0",1449256228052,11,"subSuperTrial","distr12","poloShirt","target",3,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",2,4,"shirt","clothing","dress","distrClass2",4,2,NA,"clothing",1,1,0,"polo","","1449256227164","polo","False","False","False",TRUE,"poloShirt",NA,NA,"",NA,NA,NA,NA
"669",1361,"8286-0",1449256256675,16,"subSuperTrial","distr22","jellyBeans","target",2,3,"candy","snack","popcorn","distrClass2",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",3,2,NA,"snack",1,1,0,"beans","","1449256255354","beans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"670",1362,"8286-0",1449256264534,17,"subSuperTrial","distr22","swordFish","target",2,4,"fish","animal","horse","distrClass2",3,2,NA,"animal","bison","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shark","","1449256262108","shark","False","False","False",TRUE,"swordFish",NA,NA,"",NA,NA,NA,NA
"679",1377,"8286-0",1449256431903,32,"subSuperTrial","distr12","skittles","target",4,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",3,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",2,3,"candy","snack",1,1,0,"skittle","","1449256428373","skittle","False","False","False",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"686",1399,"8286-0",1449256606598,54,"subSuperTrial","distr12","husky","target",4,3,"dog","animal","crocodile","distrClass2",3,2,NA,"animal","greyhound","distrClass1",2,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"husky","","1449256604871","husky","False","False","True",TRUE,"husky",NA,NA,"",NA,NA,NA,NA
"689",1402,"8286-0",1449256624138,57,"subSuperTrial","distr23","pandaBear","target",4,2,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",2,3,NA,"plant","pig","distrClass2",3,4,NA,"animal",1,1,0,"panda","","1449256623060","panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"693",1410,"8286-0",1449256674008,65,"subSuperTrial","distr12","pug","target",2,4,"dog","animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"squirrel","distrClass2",3,3,NA,"animal",1,1,0,"pug","","1449256672568","pug","False","False","True",TRUE,"pug",NA,NA,"",NA,NA,NA,NA
"697",1421,"2919-a",1449256235790,4,"subSuperTrial","distr12","pandaBear","target",3,3,"bear","animal","koalaBear","distrClass1",4,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",2,2,NA,"animal",1,1,0,"panda","","1449256234452","panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"698",1422,"2919-a",1449256242432,5,"subSuperTrial","distr12","swordFish","target",4,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",2,2,"fish","animal",1,1,0,"swordfish","","1449256240677","swordfish","False","False","False",TRUE,"swordFish",NA,NA,"",NA,NA,NA,NA
"701",1427,"2919-a",1449256278046,10,"subSuperTrial","distr23","skittles","target",4,4,"candy","snack","squirrel","distrClass3",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass2",3,3,NA,"snack",1,1,0,"M7M","","1449256275348","M7M","False","False","False",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"704",1430,"2919-a",1449256295254,13,"subSuperTrial","distr22","pigeon","target",2,4,"bird","animal","crocodile","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"pigeon","","1449256293993","pigeon","False","False","True",TRUE,"pigeon",NA,NA,"",NA,NA,NA,NA
"705",1431,"2919-a",1449256301789,14,"subSuperTrial","distr33","minivan","target",4,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,2,NA,"furniture","ivy","distrClass3",3,4,NA,"plant",1,1,0,"minivan","","1449256300604","minivan","False","False","True",TRUE,"minivan",NA,NA,"",NA,NA,NA,NA
"706",1434,"2919-a",1449256317761,17,"subSuperTrial","distr23","rose","target",4,4,"flower","plant","bathrobe","distrClass3",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass2",2,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"rose","","1449256316368","rose","False","False","True",TRUE,"rose",NA,NA,"",NA,NA,NA,NA
"708",1442,"2919-a",1449256369115,25,"subSuperTrial","distr23","bedsideTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",4,4,NA,"clothing","bed","distrClass2",3,3,NA,"furniture",1,1,0,"end table","","1449256367770","end table","False","False","False",TRUE,"bedsideTable",NA,NA,"",NA,NA,NA,NA
"709",1444,"2919-a",1449256381956,27,"subSuperTrial","distr12","pug","target",3,3,"dog","animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"bison","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"pug","","1449256380669","pug","False","False","True",TRUE,"pug",NA,NA,"",NA,NA,NA,NA
"710",1446,"2919-a",1449256391332,29,"subSuperTrial","distr23","eagle","target",2,4,"bird","animal","snake","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass3",3,2,NA,"snack",1,1,0,"eagle","","1449256389965","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"711",1448,"2919-a",1449256407283,31,"subSuperTrial","distr12","clownFish","target",3,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",2,2,"fish","animal","pig","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"nemo - clown fish","","1449256405443","nemo - clown fish","False","False","False",TRUE,"clownFish",NA,NA,"",NA,NA,NA,NA
"712",1449,"2919-a",1449256412906,32,"subSuperTrial","distr22","dalmatian","target",3,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",4,2,NA,"animal","rhino","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"dalmation","","1449256411386","dalmation","False","False","False",TRUE,"dalmatian",NA,NA,"",NA,NA,NA,NA
"714",1454,"2919-a",1449256452057,37,"subSuperTrial","distr12","poloShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"gloves","distrClass2",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",4,2,"shirt","clothing",1,1,0,"blue polo - fewer buttons","","1449256449316","blue polo - fewer buttons","False","False","False",TRUE,"poloShirt",NA,NA,"",NA,NA,NA,NA
"715",1455,"2919-a",1449256456930,38,"subSuperTrial","distr33","parrot","target",2,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"bed","distrClass3",3,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass3",4,2,NA,"vehicle",1,1,0,"parrot","","1449256455612","parrot","False","False","True",TRUE,"parrot",NA,NA,"",NA,NA,NA,NA
"717",1457,"2919-a",1449256468202,40,"subSuperTrial","distr22","polarBear","target",3,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"elephant","distrClass2",4,3,NA,"animal","rhino","distrClass2",2,2,NA,"animal",1,1,0,"polar bear","","1449256466690","polar bear","False","False","False",TRUE,"polarBear",NA,NA,"",NA,NA,NA,NA
"718",1458,"2919-a",1449256474899,41,"subSuperTrial","distr12","gummyBears","target",3,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",2,3,"candy","snack","chips","distrClass2",4,4,NA,"snack",1,1,0,"gummy bears","","1449256473569","gummy bears","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"726",1480,"2919-a",1449256590406,63,"subSuperTrial","distr23","jellyBeans","target",2,3,"candy","snack","bed","distrClass3",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass2",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"jelly bean","","1449256589098","jelly bean","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"729",1485,"2919-a",1449256616449,68,"subSuperTrial","distr22","tulip","target",4,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass2",3,4,NA,"plant","pottedPlant","distrClass2",2,2,NA,"plant",1,1,0,"rose","","1449256614754","rose","False","False","False",TRUE,"tulip",NA,NA,"",NA,NA,NA,NA
"730",1486,"2919-a",1449256621758,69,"subSuperTrial","distr23","sunflower","target",3,4,"flower","plant","rhino","distrClass3",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",4,3,NA,"plant",1,1,0,"sunflower","","1449256620491","sunflower","False","False","True",TRUE,"sunflower",NA,NA,"",NA,NA,NA,NA
"731",1488,"2919-a",1449256634878,71,"subSuperTrial","distr12","suv","target",2,3,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass2",3,2,NA,"vehicle","sedan","distrClass1",4,4,"car","vehicle",1,1,0,"minivan","","1449256631078","minivan","False","False","False",TRUE,"suv",NA,NA,"",NA,NA,NA,NA
"734",1494,"6456-4",1449260184232,5,"subSuperTrial","distr12","skittles","target",4,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",2,4,NA,"snack","candyCorn","distrClass1",3,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"skittles","","1449260182615","skittles","False","False","True",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"736",1497,"6456-4",1449260203734,8,"subSuperTrial","distr12","mnMs","target",3,2,"candy","snack","candyCorn","distrClass1",2,4,"candy","snack","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"m m","","1449260202300","m m","False","False","False",TRUE,"mnMs",NA,NA,"",NA,NA,NA,NA
"737",1499,"6456-4",1449260218220,10,"subSuperTrial","distr12","rose","target",2,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,3,NA,"plant","lily","distrClass1",3,2,"flower","plant",1,1,0,"rose","","1449260216548","rose","False","False","True",TRUE,"rose",NA,NA,"",NA,NA,NA,NA
"744",1515,"6456-4",1449260325437,26,"subSuperTrial","distr12","convertible","target",3,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"sedan","distrClass1",4,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass2",2,4,NA,"vehicle",1,1,0,"convertable","","1449260323050","convertable","False","False","False",TRUE,"convertible",NA,NA,"",NA,NA,NA,NA
"755",1533,"6456-4",1449260418747,44,"subSuperTrial","distr12","hawaiiShirt","target",2,3,"shirt","clothing","gloves","distrClass2",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"flower shirt","","1449260417278","flower shirt","False","False","False",TRUE,"hawaiiShirt",NA,NA,"",NA,NA,NA,NA
"760",1542,"6456-4",1449260471776,53,"subSuperTrial","distr23","gummyBears","target",3,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass3",2,4,NA,"animal","cookies","distrClass2",4,3,NA,"snack",1,1,0,"gummi bears","","1449260470175","gummi bears","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"763",1552,"6456-4",1449260525551,63,"subSuperTrial","distr12","clownFish","target",3,4,"fish","animal","horse","distrClass2",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",2,3,"fish","animal",1,1,0,"clown fish","","1449260522966","clown fish","False","False","False",TRUE,"clownFish",NA,NA,"",NA,NA,NA,NA
"764",1554,"6456-4",1449260537173,65,"subSuperTrial","distr22","jellyBeans","target",4,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",3,2,NA,"snack","chips","distrClass2",2,3,NA,"snack",1,1,0,"jelly beans","","1449260535607","jelly beans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"767",1558,"6456-4",1449260566383,69,"subSuperTrial","distr23","bedsideTable","target",3,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass2",2,4,NA,"furniture","popcorn","distrClass3",4,2,NA,"snack",1,1,0,"end table","","1449260564071","end table","False","False","False",TRUE,"bedsideTable",NA,NA,"",NA,NA,NA,NA
"768",1559,"6456-4",1449260570398,70,"subSuperTrial","distr12","tulip","target",4,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass2",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",3,2,"flower","plant",1,1,0,"rose","","1449260568976","rose","False","False","False",TRUE,"tulip",NA,NA,"",NA,NA,NA,NA
"769",1564,"5934-3",1449261100238,3,"subSuperTrial","distr33","pandaBear","target",3,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",4,2,NA,"furniture","train","distrClass3",2,3,NA,"vehicle",1,1,0,"the panda","","1449261098819","the panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"771",1566,"5934-3",1449261113510,5,"subSuperTrial","distr22","tShirt","target",3,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"socks","distrClass2",2,4,NA,"clothing","bathrobe","distrClass2",4,3,NA,"clothing",1,1,0,"the t-shirt","","1449261110867","the t-shirt","False","False","False",TRUE,"tShirt",NA,NA,"",NA,NA,NA,NA
"772",1567,"5934-3",1449261118371,6,"subSuperTrial","distr22","rose","target",3,2,"flower","plant","rosemary","distrClass2",4,3,NA,"plant","ivy","distrClass2",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"the rose","","1449261117200","the rose","False","False","True",TRUE,"rose",NA,NA,"",NA,NA,NA,NA
"779",1592,"5934-3",1449261445602,31,"subSuperTrial","distr12","gummyBears","target",4,4,"candy","snack","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",2,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",3,3,"candy","snack",3,2,1,"i lost mine April 2014 and haven't gotten a new one yet___gummies","i'll live. lol i suppose! ","1449261430356___1449261439198___1449261441668","i lost mine April 2014 and haven't gotten a new one yet","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"780",1593,"5934-3",1449261460711,32,"subSuperTrial","distr23","mnMs","target",3,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",4,4,NA,"snack","socks","distrClass3",2,3,NA,"clothing",3,2,1,"but working for myself is pretty nice___m&ms","i've applied everywhere.~~~~~~ no one is hiring~~~ lol","1449261450138___1449261457254___1449261458177","but working for myself is pretty nice","False","False","False",TRUE,"mnMs",NA,NA,"",NA,NA,NA,NA
"782",1599,"5934-3",1449261559797,38,"subSuperTrial","distr23","eagle","target",3,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",2,4,NA,"animal","bathrobe","distrClass3",4,3,NA,"clothing",3,2,1,"crushing disappointment___bald eagle","ooo yeah.~~~~~~","1449261550235___1449261556851___1449261557767","crushing disappointment","False","False","False",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"783",1600,"5934-3",1449261569249,39,"subSuperTrial","distr12","picnicTable","target",4,3,"table","furniture","bookcase","distrClass2",2,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"sideTable","distrClass1",3,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"picnic table","","1449261566802","picnic table","False","False","False",TRUE,"picnicTable",NA,NA,"",NA,NA,NA,NA
"786",1607,"5934-3",1449261677819,46,"subSuperTrial","distr12","pug","target",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",2,2,NA,"animal","greyhound","distrClass1",3,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"pug","","1449261676328","pug","False","False","True",TRUE,"pug",NA,NA,"",NA,NA,NA,NA
"787",1608,"5934-3",1449261684360,47,"subSuperTrial","distr22","catfish","target",2,2,"fish","animal","chick","distrClass2",3,3,NA,"animal","elephant","distrClass2",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"catfish","","1449261681959","catfish","False","False","True",TRUE,"catfish",NA,NA,"",NA,NA,NA,NA
"789",1612,"5934-3",1449261718262,51,"subSuperTrial","distr12","germanShepherd","target",3,3,"dog","animal","lion","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"greyhound","distrClass1",2,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"German Shepherd","","1449261715971","German Shepherd","False","False","False",TRUE,"germanShepherd",NA,NA,"",NA,NA,NA,NA
"790",1613,"5934-3",1449261733277,52,"subSuperTrial","distr23","tulip","target",4,3,"flower","plant","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass2",3,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"chips","distrClass3",2,2,NA,"snack",2,1,1,"tulip","you already got identifying dogs down","1449261723120___1449261728491","tulip","False","False","True",TRUE,"tulip",NA,NA,"",NA,NA,NA,NA
"792",1615,"5934-3",1449261768485,54,"subSuperTrial","distr22","jellyBeans","target",2,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"chips","distrClass2",3,2,NA,"snack","pretzels","distrClass2",4,4,NA,"snack",4,4,0,"i'd like to specialize in large animals___horses"," cows___zoo critters would be cool too___jelly beans","","1449261744717___1449261754674___1449261762143___1449261766967","i'd like to specialize in large animals","False","False",TRUE,"False","jellyBeans",NA,NA,NA,NA,NA,NA
"793",1617,"5934-3",1449261813645,56,"subSuperTrial","distr12","convertible","target",4,3,"car","vehicle","sedan","distrClass1",3,4,"car","vehicle","ambulance","distrClass2",2,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,3,3,0,"yeah"," they can be really annoying___i've got a cat and we have our moments___convertible","","1449261797693___1449261806383___1449261812225","yeah"," they can be really annoying","False",TRUE,"False","False","convertible",NA,NA,NA,NA,NA
"794",1619,"5934-3",1449261824800,58,"subSuperTrial","distr33","dalmatian","target",3,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"chips","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",2,2,NA,"plant",1,1,0,"dalmatian","","1449261823330","dalmatian","False","False","True",TRUE,"dalmatian",NA,NA,"",NA,NA,NA,NA
"795",1620,"5934-3",1449261829865,59,"subSuperTrial","distr33","sunflower","target",2,4,"flower","plant","gloves","distrClass3",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"cookies","distrClass3",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"sunflower","","1449261828527","sunflower","False","False","True",TRUE,"sunflower",NA,NA,"",NA,NA,NA,NA
"796",1621,"5934-3",1449261836094,60,"subSuperTrial","distr33","husky","target",3,4,"dog","animal","motorcycle","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",4,2,NA,"clothing",1,1,0,"Husky","","1449261834735","Husky","False","False","True",TRUE,"husky",NA,NA,"",NA,NA,NA,NA
"797",1622,"5934-3",1449261841210,61,"subSuperTrial","distr23","daisy","target",3,4,"flower","plant","horse","distrClass3",2,3,NA,"animal","rosemary","distrClass2",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"daisy","","1449261839488","daisy","False","False","True",TRUE,"daisy",NA,NA,"",NA,NA,NA,NA
"799",1624,"5934-3",1449261872467,63,"subSuperTrial","distr12","parrot","target",4,3,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sparrow","distrClass1",2,4,"bird","animal","lobster","distrClass2",3,2,NA,"animal",3,2,1,"macaw___parrot"," yep","colorful bird?","1449261856191___1449261865605___1449261871438","macaw","False","False",TRUE,"False","parrot",NA,NA,NA,NA,NA,NA
"801",1627,"5934-3",1449261930844,66,"subSuperTrial","distr12","swordFish","target",4,2,"fish","animal","discusFish","distrClass1",2,4,"fish","animal","bison","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,2,2,0,"my aunt has an African grey"," very talkative but can be grouchy haha___swordfish","","1449261924396___1449261929444","my aunt has an African grey"," very talkative but can be grouchy haha","False",TRUE,"False","False","swordFish",NA,NA,NA,NA,NA
"803",1630,"5934-3",1449261980493,69,"subSuperTrial","distr33","skittles","target",2,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",4,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"iguana","distrClass3",3,4,NA,"animal",1,1,0,"skittles","","1449261975726","skittles","False","False","True",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"804",1631,"5934-3",1449261987074,70,"subSuperTrial","distr22","hummingBird","target",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass2",4,3,NA,"animal",2,1,1,"hummingbird","awesome","1449261984697___1449261985511","hummingbird","False","False","False",TRUE,"hummingBird",NA,NA,"",NA,NA,NA,NA
