gameid	 time	 roundNum	 trialType	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 domainClickedObj	 superdomainClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt1Domain	 alt1superdomain	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs	 alt2Domain	 alt2superdomain	 alt3Name	 alt3TargetStatus	 alt3SpLocs	 alt3LisLocs	 alt3Domain	 alt3superdomain	 alt4Name	 alt4TargetStatus	 alt4SpLocs	 alt4LisLocs	 alt4Domain	 alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
2592-b	1448898576346	72	colorSizeTrial	sizeOnly4Distr4Same	big_blue_ornament	target	3	1	NA	NA	small_blue_ornament	distractor	5	4	NA	NA	small_blue_ornament	distractor	1	5	NA	NA	small_blue_ornament	distractor	2	2	NA	NA	small_blue_ornament	distractor	4	3	NA	NA	1	1	0	biggest		1448898574981	biggest	False	False	False	big_blue_ornament	NA	NA
4309-b	1448898199902	1	subSuperTrial	distr33	husky	target	2	2	dog	animal	blackStimulus	NA	5	5	NA	NA	mosque	distrClass3	4	3	NA	place	blackStimulus	NA	1	1	NA	NA	ketchup	distrClass3	3	4	NA	food	1	1	0	Its the dog		1448898198660	Its the dog	False	False	False	husky	NA	NA
4309-b	1448898208787	2	subSuperTrial	distr12	belt2	target	4	2	clothing	object	blackStimulus	NA	5	5	NA	NA	tennisball	distrClass2	3	4	NA	object	socks	distrClass1	2	3	clothing	object	blackStimulus	NA	1	1	NA	NA	1	1	0	 belt		1448898207325	 belt	False	False	False	belt2	NA	NA
4309-b	1448898216498	3	subSuperTrial	distr33	banjo	target	4	2	instrument	object	blackStimulus	NA	5	5	NA	NA	pasta	distrClass3	2	3	NA	food	blackStimulus	NA	1	1	NA	NA	crocodile	distrClass3	3	4	NA	animal	1	1	0	banjo		1448898214448	banjo	False	False	True	banjo	NA	NA
4309-b	1448898223435	4	subSuperTrial	distr33	firetruck	target	3	3	vehicle	object	museum	distrClass3	2	2	NA	place	blackStimulus	NA	1	1	NA	NA	rice	distrClass3	4	4	NA	food	blackStimulus	NA	5	5	NA	NA	1	1	0	truck		1448898222145	truck	False	False	False	firetruck	NA	NA
4309-b	1448898232418	5	subSuperTrial	distr23	corn	target	2	2	vegetable	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	hospital	distrClass3	4	3	NA	place	sandwich	distrClass2	3	4	NA	food	1	1	0	corn		1448898230043	corn	False	False	True	corn	NA	NA
4309-b	1448898240034	6	subSuperTrial	distr23	pineapple	target	2	3	fruit	food	sushi	distrClass2	4	4	NA	food	penguin	distrClass3	3	2	NA	animal	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	fruit		1448898238849	fruit	False	False	False	pineapple	NA	NA
4309-b	1448898247482	7	subSuperTrial	distr12	igloo	target	3	2	house	place	blackStimulus	NA	5	5	NA	NA	hut	distrClass1	2	4	house	place	blackStimulus	NA	1	1	NA	NA	museum	distrClass2	4	3	NA	place	1	1	0	igloo		1448898246241	igloo	False	False	True	igloo	NA	NA
4309-b	1448898260201	8	colorSizeTrial	sizeOnly2Distr2Same	big_pink_golfball	target	2	3	NA	NA	blackStimulus	NA	5	5	NA	NA	small_pink_golfball	distractor	4	2	NA	NA	blackStimulus	NA	1	1	NA	NA	small_pink_golfball	distractor	3	4	NA	NA	1	1	0	golf ball		1448898258952	golf ball	False	False	False	big_pink_golfball	NA	NA
4309-b	1448898267401	9	subSuperTrial	distr23	bra	target	3	2	clothing	object	anvil	distrClass2	4	4	NA	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	sushi	distrClass3	2	3	NA	food	1	1	0	bra		1448898266110	bra	False	False	True	bra	NA	NA
4309-b	1448898273648	10	colorSizeTrial	colorOnly4Distr4Same	small_purple_flower	target	3	4	NA	NA	small_red_flower	distractor	1	5	NA	NA	small_red_flower	distractor	4	2	NA	NA	small_red_flower	distractor	5	3	NA	NA	small_red_flower	distractor	2	1	NA	NA	1	1	0	purple		1448898272939	purple	False	False	False	small_purple_flower	NA	NA
4309-b	1448898279424	11	subSuperTrial	distr12	boat	target	3	2	vehicle	object	sideroadsign	distrClass2	2	4	NA	object	blackStimulus	NA	5	5	NA	NA	airplane	distrClass1	4	3	vehicle	object	blackStimulus	NA	1	1	NA	NA	1	1	0	boat		1448898278571	boat	False	False	True	boat	NA	NA
4309-b	1448898289840	12	colorSizeTrial	sizeOnly4Distr2Same	small_green_jacket	target	5	1	NA	NA	big_green_jacket	distractor	3	4	NA	NA	big_brown_jacket	distractor	4	3	NA	NA	big_brown_jacket	distractor	1	5	NA	NA	big_green_jacket	distractor	2	2	NA	NA	1	1	0	green hoodie		1448898288805	green hoodie	False	False	False	small_green_jacket	NA	NA
4309-b	1448898296495	13	colorSizeTrial	colorOnly4Distr2Same	big_green_framee	target	4	2	NA	NA	big_pink_framee	distractor	3	4	NA	NA	big_pink_framee	distractor	2	1	NA	NA	small_pink_framee	distractor	5	3	NA	NA	small_pink_framee	distractor	1	5	NA	NA	1	1	0	green frame		1448898295955	green frame	False	False	False	big_green_framee	NA	NA
4309-b	1448898316544	14	colorSizeTrial	sizeOnly2Distr1Same	big_blue_tack	target	3	3	NA	NA	small_red_tack	distractor	2	2	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	small_blue_tack	distractor	4	4	NA	NA	3	2	1	 blue___large	large or small?	1448898303524___1448898309257___1448898315423	 blue	False	False	False	big_blue_tack	NA	NA
4309-b	1448898323286	15	subSuperTrial	distr22	pug	target	3	4	dog	animal	penguin	distrClass2	4	2	NA	animal	blackStimulus	NA	5	5	NA	NA	bear	distrClass2	2	3	NA	animal	blackStimulus	NA	1	1	NA	NA	1	1	0	dog		1448898321917	dog	False	False	False	pug	NA	NA
4309-b	1448898331006	16	colorSizeTrial	colorOnly4Distr3Same	small_black_book	target	5	3	NA	NA	big_blue_book	distractor	4	2	NA	NA	small_blue_book	distractor	1	5	NA	NA	small_blue_book	distractor	2	4	NA	NA	small_blue_book	distractor	3	1	NA	NA	1	1	0	black		1448898330081	black	False	False	False	small_black_book	NA	NA
4309-b	1448898337805	17	subSuperTrial	distr22	piano	target	4	4	instrument	object	blackStimulus	NA	1	1	NA	NA	smokedetector	distrClass2	3	2	NA	object	blackStimulus	NA	5	5	NA	NA	basketball	distrClass2	2	3	NA	object	1	1	0	piano		1448898336865	piano	False	False	True	piano	NA	NA
4309-b	1448898344853	18	subSuperTrial	distr12	tent	target	4	4	house	place	blackStimulus	NA	5	5	NA	NA	rv	distrClass1	3	2	house	place	hospital	distrClass2	2	3	NA	place	blackStimulus	NA	1	1	NA	NA	1	1	0	tent		1448898342457	tent	False	False	True	tent	NA	NA
4309-b	1448898354573	19	colorSizeTrial	sizeOnly4Distr1Same	big_purple_billiardball	target	1	4	NA	NA	small_purple_billiardball	distractor	5	3	NA	NA	small_orange_billiardball	distractor	2	1	NA	NA	small_orange_billiardball	distractor	3	5	NA	NA	small_orange_billiardball	distractor	4	2	NA	NA	1	1	0	big purple		1448898353473	big purple	False	False	False	big_purple_billiardball	NA	NA
4309-b	1448898364030	20	subSuperTrial	distr22	eggplant	target	3	3	vegetable	food	pizza	distrClass2	4	4	NA	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	burger	distrClass2	2	2	NA	food	1	1	0	eggplant		1448898360731	eggplant	False	False	True	eggplant	NA	NA
4309-b	1448898370725	21	subSuperTrial	distr23	kiwi	target	2	4	fruit	food	lion	distrClass3	4	3	NA	animal	blackStimulus	NA	1	1	NA	NA	muffin	distrClass2	3	2	NA	food	blackStimulus	NA	5	5	NA	NA	1	1	0	kiwi		1448898368914	kiwi	False	False	True	kiwi	NA	NA
4309-b	1448898380012	22	colorSizeTrial	sizeOnly4Distr3Same	big_blue_butterfly	target	4	4	NA	NA	small_blue_butterfly	distractor	1	1	NA	NA	small_blue_butterfly	distractor	5	2	NA	NA	small_purple_butterfly	distractor	2	3	NA	NA	small_blue_butterfly	distractor	3	5	NA	NA	1	1	0	big blue		1448898379101	big blue	False	False	False	big_blue_butterfly	NA	NA
4309-b	1448898385436	23	colorSizeTrial	colorOnly2Distr2Same	small_yellow_balloon	target	4	3	NA	NA	small_pink_balloon	distractor	3	2	NA	NA	small_pink_balloon	distractor	2	4	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	yellow		1448898384822	yellow	False	False	False	small_yellow_balloon	NA	NA
4309-b	1448898390771	24	subSuperTrial	distr33	dalmatian	target	4	4	dog	animal	blackStimulus	NA	1	1	NA	NA	toilet	distrClass3	2	2	NA	object	rubberduck	distrClass3	3	3	NA	object	blackStimulus	NA	5	5	NA	NA	1	1	0	dog		1448898389805	dog	False	False	False	dalmatian	NA	NA
4309-b	1448898396355	25	subSuperTrial	distr22	bathrobe	target	4	2	clothing	object	football	distrClass2	3	3	NA	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	crosswalksign	distrClass2	2	4	NA	object	1	1	0	robe		1448898395073	robe	False	False	False	bathrobe	NA	NA
4309-b	1448898401060	26	colorSizeTrial	colorOnly4Distr4Same	big_blue_cap	target	1	2	NA	NA	big_orange_cap	distractor	2	5	NA	NA	big_orange_cap	distractor	3	1	NA	NA	big_orange_cap	distractor	4	3	NA	NA	big_orange_cap	distractor	5	4	NA	NA	1	1	0	blue		1448898400585	blue	False	False	False	big_blue_cap	NA	NA
4309-b	1448898408267	27	colorSizeTrial	sizeOnly4Distr1Same	small_red_stapler	target	5	4	NA	NA	big_purple_stapler	distractor	3	1	NA	NA	big_red_stapler	distractor	1	2	NA	NA	big_purple_stapler	distractor	2	3	NA	NA	big_purple_stapler	distractor	4	5	NA	NA	1	1	0	small red		1448898406772	small red	False	False	False	small_red_stapler	NA	NA
4309-b	1448898416610	28	colorSizeTrial	sizeOnly2Distr2Same	big_pink_phone	target	4	4	NA	NA	small_pink_phone	distractor	2	3	NA	NA	blackStimulus	NA	1	1	NA	NA	small_pink_phone	distractor	3	2	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	big pink		1448898415929	big pink	False	False	False	big_pink_phone	NA	NA
4309-b	1448898423482	29	colorSizeTrial	sizeOnly4Distr4Same	big_red_yarn	target	5	5	NA	NA	small_red_yarn	distractor	1	2	NA	NA	small_red_yarn	distractor	2	4	NA	NA	small_red_yarn	distractor	3	1	NA	NA	small_red_yarn	distractor	4	3	NA	NA	1	1	0	big red		1448898422682	big red	False	False	False	big_red_yarn	NA	NA
4309-b	1448898431681	30	colorSizeTrial	sizeOnly4Distr1Same	big_blue_cushion	target	2	3	NA	NA	small_orange_cushion	distractor	1	5	NA	NA	small_orange_cushion	distractor	5	4	NA	NA	small_blue_cushion	distractor	4	2	NA	NA	small_orange_cushion	distractor	3	1	NA	NA	1	1	0	big blue		1448898430946	big blue	False	False	False	big_blue_cushion	NA	NA
4309-b	1448898439914	31	colorSizeTrial	colorOnly4Distr1Same	small_brown_belt	target	3	2	NA	NA	big_black_belt	distractor	4	5	NA	NA	big_black_belt	distractor	1	4	NA	NA	small_black_belt	distractor	2	1	NA	NA	big_black_belt	distractor	5	3	NA	NA	1	1	0	small brown		1448898438712	small brown	False	False	False	small_brown_belt	NA	NA
4309-b	1448898445062	32	colorSizeTrial	colorOnly4Distr2Same	big_purple_bracelet	target	3	5	NA	NA	big_green_bracelet	distractor	4	4	NA	NA	big_green_bracelet	distractor	1	1	NA	NA	small_green_bracelet	distractor	2	3	NA	NA	small_green_bracelet	distractor	5	2	NA	NA	1	1	0	purple		1448898444508	purple	False	False	False	big_purple_bracelet	NA	NA
4309-b	1448898450645	33	subSuperTrial	distr23	carrot	target	2	3	vegetable	food	blackStimulus	NA	1	1	NA	NA	sideroadsign	distrClass3	3	2	NA	object	rice	distrClass2	4	4	NA	food	blackStimulus	NA	5	5	NA	NA	1	1	0	carrot		1448898449837	carrot	False	False	True	carrot	NA	NA
4309-b	1448898456816	34	subSuperTrial	distr23	mushroom	target	3	2	vegetable	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	tooth	distrClass3	4	4	NA	object	chocolate	distrClass2	2	3	NA	food	1	1	0	mushroom		1448898455807	mushroom	False	False	True	mushroom	NA	NA
4309-b	1448898466520	35	subSuperTrial	distr33	swimsuit	target	4	3	clothing	object	airport	distrClass3	2	2	NA	place	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	horse	distrClass3	3	4	NA	animal	1	1	0	bathing suit		1448898465386	bathing suit	False	False	False	swimsuit	NA	NA
4309-b	1448898475559	36	subSuperTrial	distr12	daisy	target	2	3	flower	plant	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	lily	distrClass1	4	2	flower	plant	fir	distrClass2	3	4	NA	plant	1	1	0	daisy		1448898474094	daisy	False	False	True	daisy	NA	NA
4309-b	1448898481839	37	colorSizeTrial	sizeOnly4Distr2Same	big_red_chair	target	2	5	NA	NA	small_green_chair	distractor	1	4	NA	NA	small_red_chair	distractor	3	1	NA	NA	small_red_chair	distractor	5	2	NA	NA	small_green_chair	distractor	4	3	NA	NA	1	1	0	big red		1448898481333	big red	False	False	False	big_red_chair	NA	NA
4309-b	1448898489127	38	subSuperTrial	distr33	bike2	target	2	2	vehicle	object	blackStimulus	NA	5	5	NA	NA	muffin	distrClass3	3	4	NA	food	blackStimulus	NA	1	1	NA	NA	lion	distrClass3	4	3	NA	animal	1	1	0	bike		1448898488061	bike	False	False	False	bike2	NA	NA
4309-b	1448898494915	39	colorSizeTrial	sizeOnly2Distr2Same	big_pink_hairdryer	target	4	3	NA	NA	blackStimulus	NA	5	5	NA	NA	small_pink_hairdryer	distractor	2	2	NA	NA	small_pink_hairdryer	distractor	3	4	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	big		1448898494214	big	False	False	False	big_pink_hairdryer	NA	NA
4309-b	1448898500502	40	subSuperTrial	distr33	cottage	target	3	3	house	place	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	pottedPlant	distrClass3	2	4	NA	plant	tv	distrClass3	4	2	NA	object	1	1	0	house		1448898499620	house	False	False	False	cottage	NA	NA
4309-b	1448898505535	41	colorSizeTrial	sizeOnly2Distr2Same	big_blue_ornament	target	4	4	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	small_blue_ornament	distractor	2	3	NA	NA	small_blue_ornament	distractor	3	2	NA	NA	1	1	0	big		1448898505031	big	False	False	False	big_blue_ornament	NA	NA
4309-b	1448898513678	42	colorSizeTrial	sizeOnly2Distr1Same	small_blue_toothbrush	target	3	3	NA	NA	big_red_toothbrush	distractor	2	2	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	big_blue_toothbrush	distractor	4	4	NA	NA	1	1	0	small blue		1448898512822	small blue	False	False	False	small_blue_toothbrush	NA	NA
4309-b	1448898522424	43	colorSizeTrial	sizeOnly2Distr1Same	small_purple_bike	target	3	3	NA	NA	big_red_bike	distractor	2	2	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	big_purple_bike	distractor	4	4	NA	NA	1	1	0	small purple		1448898521407	small purple	False	False	False	small_purple_bike	NA	NA
4309-b	1448898528405	44	subSuperTrial	distr23	clarinet	target	4	2	instrument	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	pancake	distrClass3	2	4	NA	food	record	distrClass2	3	3	NA	object	1	1	0	flute		1448898527134	flute	False	False	False	clarinet	NA	NA
4309-b	1448898535897	45	colorSizeTrial	sizeOnly4Distr3Same	small_yellow_shoe	target	3	2	NA	NA	big_yellow_shoe	distractor	5	3	NA	NA	big_yellow_shoe	distractor	4	1	NA	NA	big_yellow_shoe	distractor	2	4	NA	NA	big_white_shoe	distractor	1	5	NA	NA	1	1	0	small yellow		1448898534505	small yellow	False	False	False	small_yellow_shoe	NA	NA
4309-b	1448898540767	46	subSuperTrial	distr22	rose	target	3	3	flower	plant	chive	distrClass2	4	2	NA	plant	pottedPlant	distrClass2	2	4	NA	plant	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	rose		1448898539796	rose	False	False	True	rose	NA	NA
4309-b	1448898546684	47	colorSizeTrial	sizeOnly4Distr4Same	big_green_rock	target	4	3	NA	NA	small_green_rock	distractor	5	4	NA	NA	small_green_rock	distractor	2	1	NA	NA	small_green_rock	distractor	3	5	NA	NA	small_green_rock	distractor	1	2	NA	NA	1	1	0	big		1448898546228	big	False	False	False	big_green_rock	NA	NA
4309-b	1448898554052	48	subSuperTrial	distr22	saxophone	target	3	4	instrument	object	blackStimulus	NA	5	5	NA	NA	mailbox	distrClass2	4	3	NA	object	tooth	distrClass2	2	2	NA	object	blackStimulus	NA	1	1	NA	NA	1	1	0	horn		1448898552850	horn	False	False	False	saxophone	NA	NA
4309-b	1448898558940	49	colorSizeTrial	colorOnly2Distr2Same	small_purple_coathanger	target	3	2	NA	NA	blackStimulus	NA	5	5	NA	NA	small_orange_coathanger	distractor	4	4	NA	NA	blackStimulus	NA	1	1	NA	NA	small_orange_coathanger	distractor	2	3	NA	NA	1	1	0	purple		1448898558696	purple	False	False	False	small_purple_coathanger	NA	NA
4309-b	1448898565611	50	subSuperTrial	distr33	sunflower	target	3	4	flower	plant	blackStimulus	NA	5	5	NA	NA	lion	distrClass3	4	3	NA	animal	rubberduck	distrClass3	2	2	NA	object	blackStimulus	NA	1	1	NA	NA	1	1	0	flower		1448898564568	flower	False	False	False	sunflower	NA	NA
4309-b	1448898573635	51	colorSizeTrial	sizeOnly4Distr2Same	small_orange_napkin	target	5	2	NA	NA	big_orange_napkin	distractor	4	1	NA	NA	big_orange_napkin	distractor	3	4	NA	NA	big_yellow_napkin	distractor	2	5	NA	NA	big_yellow_napkin	distractor	1	3	NA	NA	1	1	0	smallest		1448898571567	smallest	False	False	False	small_orange_napkin	NA	NA
4309-b	1448898581431	52	colorSizeTrial	sizeOnly4Distr1Same	small_green_guitar	target	3	1	NA	NA	big_blue_guitar	distractor	2	4	NA	NA	big_blue_guitar	distractor	1	5	NA	NA	big_green_guitar	distractor	5	3	NA	NA	big_blue_guitar	distractor	4	2	NA	NA	1	1	0	small green		1448898580489	small green	False	False	False	small_green_guitar	NA	NA
4309-b	1448898591851	53	subSuperTrial	distr12	grapefruit	target	2	4	fruit	food	peach	distrClass1	3	3	fruit	food	bread	distrClass2	4	2	NA	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	grapefruit		1448898590106	grapefruit	False	False	True	grapefruit	NA	NA
4309-b	1448898596346	54	colorSizeTrial	sizeOnly4Distr4Same	small_blue_binder	target	5	1	NA	NA	big_blue_binder	distractor	2	3	NA	NA	big_blue_binder	distractor	3	5	NA	NA	big_blue_binder	distractor	1	2	NA	NA	big_blue_binder	distractor	4	4	NA	NA	1	1	0	small		1448898595974	small	False	False	False	small_blue_binder	NA	NA
4309-b	1448898601930	55	colorSizeTrial	sizeOnly4Distr3Same	small_blue_candle	target	5	5	NA	NA	big_blue_candle	distractor	1	1	NA	NA	big_blue_candle	distractor	4	3	NA	NA	big_red_candle	distractor	3	2	NA	NA	big_blue_candle	distractor	2	4	NA	NA	1	1	0	small		1448898600244	small	False	False	False	small_blue_candle	NA	NA
4309-b	1448898608532	56	subSuperTrial	distr12	wardrobe	target	4	2	furniture	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	couch	distrClass1	2	3	furniture	object	pencil	distrClass2	3	4	NA	object	1	1	0	closet		1448898607374	closet	False	False	False	wardrobe	NA	NA
4309-b	1448898614977	57	colorSizeTrial	sizeOnly2Distr1Same	big_pink_teacup	target	2	2	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	small_pink_teacup	distractor	4	3	NA	NA	small_white_teacup	distractor	3	4	NA	NA	1	1	0	big		1448898613192	big	False	False	False	big_pink_teacup	NA	NA
4309-b	1448898622289	58	subSuperTrial	distr33	ambulance	target	3	2	vehicle	object	postoffice	distrClass3	4	4	NA	place	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	grasses	distrClass3	2	3	NA	plant	1	1	0	ambulance		1448898621236	ambulance	False	False	True	ambulance	NA	NA
4309-b	1448898629776	59	subSuperTrial	distr22	tulip	target	2	3	flower	plant	blackStimulus	NA	5	5	NA	NA	cherryTree	distrClass2	4	2	NA	plant	grasses	distrClass2	3	4	NA	plant	blackStimulus	NA	1	1	NA	NA	1	1	0	tulip		1448898628478	tulip	False	False	True	tulip	NA	NA
4309-b	1448898634856	60	colorSizeTrial	colorOnly4Distr3Same	small_red_pepper	target	1	5	NA	NA	small_green_pepper	distractor	2	2	NA	NA	big_green_pepper	distractor	3	3	NA	NA	small_green_pepper	distractor	5	1	NA	NA	small_green_pepper	distractor	4	4	NA	NA	1	1	0	red		1448898633656	red	False	False	False	small_red_pepper	NA	NA
4309-b	1448898640736	61	subSuperTrial	distr23	lamp	target	4	2	furniture	object	blackStimulus	NA	1	1	NA	NA	baseball	distrClass2	2	4	NA	object	blackStimulus	NA	5	5	NA	NA	iguana	distrClass3	3	3	NA	animal	1	1	0	lamp		1448898639865	lamp	False	False	True	lamp	NA	NA
4309-b	1448898645104	62	colorSizeTrial	sizeOnly4Distr4Same	small_black_turtle	target	5	3	NA	NA	big_black_turtle	distractor	3	2	NA	NA	big_black_turtle	distractor	2	4	NA	NA	big_black_turtle	distractor	1	5	NA	NA	big_black_turtle	distractor	4	1	NA	NA	1	1	0	small		1448898644528	small	False	False	False	small_black_turtle	NA	NA
4309-b	1448898650792	63	colorSizeTrial	sizeOnly4Distr3Same	big_white_weddingcake	target	5	4	NA	NA	small_white_weddingcake	distractor	1	2	NA	NA	small_white_weddingcake	distractor	4	1	NA	NA	small_white_weddingcake	distractor	3	3	NA	NA	small_pink_weddingcake	distractor	2	5	NA	NA	1	1	0	big		1448898649867	big	False	False	False	big_white_weddingcake	NA	NA
4309-b	1448898657663	64	colorSizeTrial	sizeOnly4Distr2Same	big_purple_rug	target	2	4	NA	NA	small_blue_rug	distractor	3	2	NA	NA	small_blue_rug	distractor	1	1	NA	NA	small_purple_rug	distractor	5	3	NA	NA	small_purple_rug	distractor	4	5	NA	NA	1	1	0	big		1448898657146	big	False	False	False	big_purple_rug	NA	NA
4309-b	1448898668598	65	subSuperTrial	distr12	germanShepherd	target	2	2	dog	animal	blackStimulus	NA	1	1	NA	NA	iguana	distrClass2	3	3	NA	animal	blackStimulus	NA	5	5	NA	NA	collie	distrClass1	4	4	dog	animal	1	1	0	german shephard		1448898667255	german shephard	False	False	False	germanShepherd	NA	NA
4309-b	1448898675184	66	colorSizeTrial	colorOnly2Distr1Same	small_red_bucket	target	4	2	NA	NA	blackStimulus	NA	1	1	NA	NA	big_pink_bucket	distractor	2	3	NA	NA	small_pink_bucket	distractor	3	4	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	red		1448898673309	red	False	False	False	small_red_bucket	NA	NA
4309-b	1448898681270	67	colorSizeTrial	colorOnly2Distr1Same	small_green_avocado	target	3	4	NA	NA	small_black_avocado	distractor	2	2	NA	NA	blackStimulus	NA	1	1	NA	NA	big_black_avocado	distractor	4	3	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	green		1448898680312	green	False	False	False	small_green_avocado	NA	NA
4309-b	1448898692566	68	colorSizeTrial	colorOnly4Distr1Same	small_blue_comb	target	1	2	NA	NA	small_black_comb	distractor	3	4	NA	NA	big_black_comb	distractor	2	3	NA	NA	big_black_comb	distractor	4	5	NA	NA	big_black_comb	distractor	5	1	NA	NA	1	1	0	small blue		1448898691236	small blue	False	False	False	small_blue_comb	NA	NA
4309-b	1448898698861	69	subSuperTrial	distr12	lime	target	2	3	fruit	food	cherries	distrClass1	3	2	fruit	food	blackStimulus	NA	5	5	NA	NA	cookies	distrClass2	4	4	NA	food	blackStimulus	NA	1	1	NA	NA	1	1	0	lime		1448898697805	lime	False	False	True	lime	NA	NA
4309-b	1448898703821	70	subSuperTrial	distr23	bed	target	3	2	furniture	object	tire	distrClass2	4	4	NA	object	blackStimulus	NA	5	5	NA	NA	fries	distrClass3	2	3	NA	food	blackStimulus	NA	1	1	NA	NA	1	1	0	bed		1448898702772	bed	False	False	True	bed	NA	NA
4309-b	1448898709701	71	subSuperTrial	distr22	bookcase	target	3	3	furniture	object	blackStimulus	NA	1	1	NA	NA	walkietalkie	distrClass2	4	4	NA	object	baseballmitt	distrClass2	2	2	NA	object	blackStimulus	NA	5	5	NA	NA	1	1	0	books		1448898708446	books	False	False	False	bookcase	NA	NA
4309-b	1448898717061	72	subSuperTrial	distr22	trailer	target	3	2	house	place	airport	distrClass2	4	3	NA	place	temple	distrClass2	2	4	NA	place	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	trailer		1448898715932	trailer	False	False	True	trailer	NA	NA
7479-f	1448898589046	1	colorSizeTrial	colorOnly4Distr4Same	small_red_candle	target	3	4	NA	NA	small_blue_candle	distractor	1	5	NA	NA	small_blue_candle	distractor	2	3	NA	NA	small_blue_candle	distractor	4	1	NA	NA	small_blue_candle	distractor	5	2	NA	NA	1	1	0	pink		1448898585382	pink	False	False	False	small_red_candle	NA	NA
7479-f	1448898596555	2	subSuperTrial	distr12	wardrobe	target	2	2	furniture	object	blackStimulus	NA	1	1	NA	NA	baseballmitt	distrClass2	3	3	NA	object	armchair	distrClass1	4	4	furniture	object	blackStimulus	NA	5	5	NA	NA	1	1	0	wardrobe		1448898594607	wardrobe	False	False	True	wardrobe	NA	NA
7479-f	1448898600971	3	subSuperTrial	distr23	tent	target	2	3	house	place	bread	distrClass3	4	4	NA	food	blackStimulus	NA	5	5	NA	NA	hospital	distrClass2	3	2	NA	place	blackStimulus	NA	1	1	NA	NA	1	1	0	tent		1448898599210	tent	False	False	True	tent	NA	NA
7479-f	1448898607371	4	colorSizeTrial	sizeOnly4Distr1Same	big_green_jacket	target	5	5	NA	NA	small_brown_jacket	distractor	4	3	NA	NA	small_green_jacket	distractor	2	4	NA	NA	small_brown_jacket	distractor	3	2	NA	NA	small_brown_jacket	distractor	1	1	NA	NA	1	1	0	largest green		1448898605443	largest green	False	False	False	big_green_jacket	NA	NA
7479-f	1448898613045	5	subSuperTrial	distr33	igloo	target	3	2	house	place	record	distrClass3	4	4	NA	object	toilet	distrClass3	2	3	NA	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	igloo		1448898611432	igloo	False	False	True	igloo	NA	NA
7479-f	1448898619538	6	subSuperTrial	distr22	pineapple	target	3	3	fruit	food	blackStimulus	NA	5	5	NA	NA	muffin	distrClass2	4	2	NA	food	blackStimulus	NA	1	1	NA	NA	fries	distrClass2	2	4	NA	food	1	1	0	pineapple		1448898618104	pineapple	False	False	True	pineapple	NA	NA
7479-f	1448898625292	7	subSuperTrial	distr33	saxophone	target	2	4	instrument	object	blackStimulus	NA	5	5	NA	NA	crocodile	distrClass3	3	3	NA	animal	crocodile	distrClass3	4	2	NA	animal	blackStimulus	NA	1	1	NA	NA	1	1	0	musical 		1448898623846	musical 	False	False	False	saxophone	NA	NA
